index,file,count,result
1,30003_10_23_2017_1_25_00_PM_New_Analysis.csv,0,trimmed
2,30004_10_23_2017_10_20_00_AM_New_Analysis.csv,21,skipped
3,30008_11_9_2017_11_38_00_AM_New_Analysis.csv,0,trimmed
4,30009_10_27_2017_6_35_00_PM_New_Analysis.csv,0,trimmed
5,30012_10_30_2017_6_24_00_PM_New_Analysis.csv,0,trimmed
6,30015_11_10_2017_4_15_00_PM_New_Analysis.csv,0,trimmed
7,30020_11_7_2017_10_40_00_AM_New_Analysis.csv,0,trimmed
8,30064_11_3_2017_11_03_00_AM_New_Analysis.csv,0,trimmed
9,Pilot_9_27_2017_3_50_00_PM_New_Analysis.csv,0,trimmed
